ID,category,name,price,link,brand,warranty,Thương hiệu CPU,use_case,Series,Thế hệ,CPU,Ra mắt,Số nhân xử lý,Số luồng của CPU,base_clock,tdp,Nhiệt độ tối đa,cache,socket,supported_ddr,Đồ hoạ tích hợp,Phiên bản PCI Express,Số cổng PCI Express,tdp_w,cpu_tier
cpu_104,CPU,Bộ vi xử lý/ CPU Intel Pentium G7400 (2 Cores 4 Threads 3.7 GHz Alder Lake 12th Gen LGA 1700),3090000,https://phongvu.vn/bo-vi-xu-ly-cpu-intel-pentium-g7400-2-cores-4-threads-3-7-ghz-alder-lake-12th-gen-lga-1700--s211208126,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Pentium,Intel Pentium G,Intel® Pentium® Gold G7400,"Quý 1, 2022",2,4,- Tần số Cơ sở của P-core: 3.70 GHz,46.0,100°C,6MB,LGA1700,- DDR5 up to 4800 MT/s - DDR4 up to 3200 MT/s,,PCIe® 5.0 & PCIe® 4.0,20.0,46.0,mid
cpu_105,CPU,CPU Intel Core i9-12900K (16 nhân 24 luồng - Boost tối đa 5.2 GHz - 30MB - 1700),13290000,https://phongvu.vn/cpu-intel-core-i9-12900k-16-nhan-24-luong-boost-toi-da-5-2-ghz-30mb-1700--s211012373,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Core i9,Intel Core thế hệ thứ 12,Intel® Core™ i9-12900K,"Quý 4, 2021",16,24,- Tần số Turbo tối đa 5.2 GHz - - Tốc độ Turbo tối đa của P-core 5.1 GHz - - Tốc độ Turbo tối đa của E-core 3.9 GHz - - Tốc độ cơ bản của P-core 3.2 GHz - - Tốc độ cơ bản của E-core 2.4 GHz,125.0,100°C,30MB,LGA1700,- DDR5 up to 4800 MT/s - DDR4 up to 3200 MT/s,Intel® UHD Graphics 770,PCIe® 5.0 & PCIe® 4.0,20.0,125.0,high
cpu_106,CPU,CPU Intel Core i7-12700K (12 nhân 20 luồng - Boost tối đa 5.0 GHz - 25MB - 1700),9490000,https://phongvu.vn/cpu-intel-core-i7-12700k-12-nhan-20-luong-boost-toi-da-5-0-ghz-25mb-1700--s211012372,Intel,36 tháng,Intel,,Core i7,Intel Core thế hệ thứ 12,Intel® Core™ i7-12700K,"Quý 4, 2021",12,20,- Tần số Turbo tối đa 5.0 GHz - - Tốc độ Turbo tối đa của P-core 4.9 GHz - - Tốc độ Turbo tối đa của E-core 3.8 GHz - - Tốc độ cơ bản của P-core 3.6 GHz - - Tốc độ cơ bản của E-core 2.7 GHz,125.0,100°C,25MB,LGA1700,- Hỗ trợ tối đa: 128 GB -DDR5 up to 4800 MT/s - DDR4 up to 3200 MT/s,Intel® UHD Graphics 770,PCIe® 5.0 & PCIe® 4.0,20.0,125.0,high
cpu_107,CPU,"Bộ vi xử lý/ CPU Intel Core i7-11700F 2.50 Up to 4.90GHz, 16M, 8 Cores 16 Threads (BX8070811700FSRKNR)",6299000,https://phongvu.vn/bo-vi-xu-ly-cpu-intel-core-i7-11700f-2-50-up-to-4-90ghz-16m-8-cores-16-threads-bx8070811700fsrknr--s211007831,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Core i7,Intel Core thế hệ thứ 11,Intel® Core™ i7-11700F,"Quý 1, 2021",8,16,- Tần số Turbo tối đa 4.9 GHz - - Tần số cơ bản của bộ xử lý 2.5 GHz,65.0,100°C,16MB,LGA1200,- DDR4 up to 3200 MT/s,,PCIe® 4.0,20.0,65.0,mid
cpu_108,CPU,CPU AMD RYZEN™ 5 5600G (6 Core/12 Threads - 3.9 GHz Boost to 4.4 GHz - 3MB Cache - AM4),4290000,https://phongvu.vn/cpu-amd-ryzen-5-5600g-3-9-ghz-boost-to-4-4-ghz--s210800165,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen 5,AMD Ryzen thế hệ thứ 5,AMD Ryzen™ 5 5600G,13/04/2021,6,12,- Xung nhịp cơ bản: 3.9GHz - - Xung nhịp tối đa lên tới: 4.4 GHz,45.0,95°C,3MB,AM4,- DDR4 up to 3200 MT/s,AMD Radeon Vega 7,,,45.0,mid
cpu_109,CPU,CPU AMD RYZEN™ 7 5700G (8 Core/16 Threads - 3.8 GHz Boost to 4.6 GHz - 4MB Cache - AM4),6090000,https://phongvu.vn/cpu-amd-ryzen-7-5700g-3-8-ghz-boost-to-4-6-ghz--s210800164,AMD,36 tháng,AMD,,Ryzen 7,AMD Ryzen thế hệ thứ 5,AMD Ryzen™ 7 5700G,13/04/2021,8,16,- Xung nhịp cơ bản: 3.8GHz - - Xung nhịp tối đa lên tới: 4.6GHz,65.0,95°C,4MB,AM4,- DDR4 up to 3200 MT/s,AMD Radeon™ Graphics,,,65.0,mid
cpu_110,CPU,Bộ vi xử lý/ CPU Intel Core i9-11900K (8 Cores 16 Threads up to 5.3 GHz 11th Gen LGA 1200),11599000,https://phongvu.vn/bo-vi-xu-ly-cpu-intel-core-i9-11900k-8-cores-16-threads-up-to-5-3-ghz-11th-gen-lga-1200--s210300864,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Core i9,Intel Core thế hệ thứ 11,Intel® Core™ i9-11900K,"Quý 1, 2021",8,16,- Tần số Turbo tối đa 5.3 GHz - - Tần số Intel® Thermal Velocity Boost 5.3 GHz - - Tần Số Công Nghệ Intel® Turbo Boost Max 3.0: 5.2GHz - - Tần số Công nghệ Intel® Turbo Boost 2.0: 5.1 GHz - - Tần số cơ sở của bộ xử lý 3.5 GHz,125.0,100°C,16MB,LGA1200,- DDR4 up to 3200 MT/s,Intel® UHD Graphics 750,PCIe® 4.0,,125.0,high
cpu_111,CPU,Bộ vi xử lý/ CPU Intel Pentium Gold G6405 (2 Cores 4 Threads 4.1 GHz 11th Gen LGA 1200),2590000,https://phongvu.vn/cpu-intel-pentium-gold-g6405--s210300857,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Pentium,Intel Pentium Gold,Intel® Pentium® Gold G6405,"Quý 1, 2021",2,4,- Tần số cơ sở của bộ xử lý 4.10 GHz,58.0,100°C,4MB,LGA1200,- DDR4 up to 2666 MT/s,Intel® UHD Graphics 610,PCIe® 3.0,16.0,58.0,budget
cpu_112,CPU,CPU AMD RYZEN™ 7 5800X (8 Core/16 Threads - 3.80 GHz Boost to 4.70 GHz - 32MB Cache - AM4),6300000,https://phongvu.vn/cpu-amd-ryzen-7-5800x-3-80-ghz-boost-to-4-70-ghz--s201100013,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen 7,AMD Ryzen thế hệ thứ 5,AMD Ryzen™ 7 5800X,11/05/2020,8,16,- Xung nhịp cơ bản: 3.8GHz - - Xung nhịp tối đa lên tới: 4.7 GHz,105.0,90°C,32MB,AM4,- DDR4 up to 3200 MT/s,,PCIe® 4.0,,105.0,mid
cpu_113,CPU,CPU AMD RYZEN™ 9 5900X (12 Core/24 Threads - 3.70 GHz Boost to 4.80 GHz - 64MB Cache - AM4),8600000,https://phongvu.vn/cpu-amd-ryzen-9-5900x-3-70-ghz-boost-to-4-80-ghz--s201100012,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen 9,AMD Ryzen thế hệ thứ 5,AMD Ryzen™ 9 5900X,05/11/2020,12,24,- Xung nhịp cơ bản: 3.7GHz - - Xung nhịp tối đa lên tới: 4.8GHz,105.0,95°C,64MB,AM4,- DDR4 up to 3200 MT/s,,,,105.0,high
cpu_114,CPU,CPU AMD Ryzen 9 5950X (16 nhân 32 luồng - Boost to 4.9 GHz - 64MB - AM4),10600000,https://phongvu.vn/cpu-amd-ryzen-9-5950x-3-40-ghz-boost-to-4-90-ghz--s201100011,AMD,36 tháng,AMD,,Ryzen 9,AMD Ryzen thế hệ thứ 5,AMD Ryzen™ 9 5950X,11/05/2020,16,32,- Xung nhịp cơ bản: 3.4GHz - - Xung nhịp tối đa lên tới: 4.9 GHz,105.0,90°C,64MB,AM4,- DDR4 up to 3200 MT/s,,PCIe® 4.0,,105.0,high
cpu_115,CPU,Bộ vi xử lý/ CPU Intel Comet Lake Core i3-10100 (4 Cores 8 Threads up to 4.30 GHz 10th Gen LGA 1200),2949000,https://phongvu.vn/bo-vi-xu-ly-cpu-intel-comet-lake-core-i310100-4-cores-8-threads-up-to-430-ghz-10th-gen-lga-1200--s200500953,Intel,36 tháng,Intel,,Core i3,Intel Core thế hệ thứ 10,Intel® Core™ i3-10100,"Quý 2, 2020",4,8,- Tần số Turbo tối đa 4.3 GHz - - Tần số cơ bản của bộ xử lý 3.6 GHz,65.0,100°C,6MB,LGA1200,- DDR4 up to 2666 MT/s,Intel® UHD Graphics 630,PCIe® 3.0,16.0,65.0,budget
cpu_116,CPU,CPU Intel® Core™ i5-10400 Comet Lake (2.90 GHz up to 4.30 GHz/6 Nhân 12 Luồng/12MB/LGA1200),4790000,https://phongvu.vn/cpu-intel-core-i5-10400-comet-lake--s200500549,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Core i5,Intel Core thế hệ thứ 10,Intel® Core™ i5-10400,"Quý 2, 2020",6,12,- Tần số Turbo tối đa 4.3 GHz - - Tần số cơ bản của bộ xử lý 2.9 GHz,65.0,100°C,12MB,LGA1200,- DDR4 up to 2666 MT/s,Intel® UHD Graphics 630,PCIe® 3.0,16.0,65.0,mid
cpu_117,CPU,"Bộ vi xử lý/ CPU Intel Core Ultra 5 250KF Plus, 4.2 GHz, 30MB BX80768250KF S A4V3",6590000,https://phongvu.vn/cpu-intel-core-ultra-5-250kf-plus--s260305652,Intel,36 tháng,Intel,"Gaming, Văn phòng",Ultra 5,Intel Core Ultra series 2,Intel® Core™ Ultra 5-250KF Plus,Q1'26,18,18,4.2 GHz - 5.3 GHz,159.0,105°C,30MB,LGA1851,Up To DDR5 7200 MT/s,,PCIe® 5.0 & PCIe® 4.0,24.0,159.0,mid
cpu_118,CPU,"Bộ vi xử lý/ CPU Intel Core Ultra 5 250K Plus, 4.2 GHz, 30MB BX80768250K S A4UZ",6990000,https://phongvu.vn/cpu-intel-core-ultra-5-250k-plus--s260305644,Intel,36 tháng,Intel,"Gaming, Văn phòng",Ultra 5,Intel Core Ultra series 2,Intel® Core™ Ultra 5-250K Plus,Q1'26,18,18,4.2 GHz - 5.3 GHz,159.0,105°C,30MB,LGA1851,Up To DDR5 7200 MT/s,Intel® Graphics,PCIe® 5.0 & PCIe® 4.0,24.0,159.0,mid
cpu_119,CPU,Bộ vi xử lý/ CPU AMD Ryzen 5 7500X3D TRAY (Không box),7149000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-5-7500x3d-tray-khong-box--s260202513,AMD,36 tháng,AMD,Văn phòng,Ryzen 5,AMD Ryzen thế hệ thứ 7,Ryzen™ 5 7500X3D,11/12/2025,6,12,4 GHz - 4.5 GHz,65.0,89°C,96MB,AM5,DDR5,AMD Radeon™ Graphics,PCIe® 5.0,28.0,65.0,mid
cpu_120,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper PRO 9995WX (100-100001361WOF),419000000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-pro-9995wx-100-100001361wof--s250803213,AMD,36 tháng,AMD,"Văn phòng, Gaming",Ryzen Threadripper,Ryzen Threadripper PRO 9000 WX,AMD Ryzen™ Threadripper™ PRO 9995WX,,96,192,2.5 GHz - 5.4 GHz,350.0,95°C,384MB,sTR5,- DDR5 up to 6400 MT/s,,PCIe® 5.0,148.0,350.0,extreme
cpu_121,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper PRO 9985WX (100-100000722WOZ),299000000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-pro-9985wx-100-100000722woz--s250803199,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen Threadripper,Ryzen Threadripper PRO 9000 WX,AMD Ryzen™ Threadripper™ PRO 9985WX,,64,128,3.2 GHz - 5.4 GHz,350.0,95°C,256MB,sTR5,DDR5 Up to 6400 MT/s,,PCIe® 5.0,148.0,350.0,extreme
cpu_122,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper PRO 9955WX (100-100000725WOF),59900000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-pro-9955wx-100-100000725wof--s250803193,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen Threadripper,Ryzen Threadripper PRO 9000 WX,AMD Ryzen™ Threadripper™ PRO 9955WX,31/07/2025,16,32,4.5GHz - 5.4GHz,350.0,95°C,64MB,sTR5,DDR5,,PCIe® 5.0,148.0,350.0,extreme
cpu_123,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper 9960X (100-100001595WOF),55900000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-9960x-100-100001595wof--s250803186,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen Threadripper,AMD Ryzen thế hệ thứ 9,AMD Ryzen™ Threadripper™ 9960X,,24,48,4.2 GHz - 5.4 GHz,350.0,95°C,128MB,sTR5,DDR5 Up to 6400 MT/s,,PCIe® 5.0,92.0,350.0,extreme
cpu_124,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper PRO 9965WX (24C-48T | Up to 5.4GHz | 152MB | Non-iGPU | sTR5),105900000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-pro-9965wx-100-100000724wof--s250803180,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen 9,Ryzen Threadripper PRO 9000 WX,AMD Ryzen™ Threadripper™ PRO 9965WX,31/07/2025,24,48,4.2GHz - 5.4GHz,350.0,95°C,128MB,sTR5,DDR5,,PCIe® 5.0,148.0,350.0,extreme
cpu_125,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper 9970X (100-100001594WOF),94900000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-9970x-100-100001594wof--s250803172,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen Threadripper,AMD Ryzen thế hệ thứ 9,AMD Ryzen™ Threadripper™ 9970X,31/07/2025,32,64,4.0GHz - 5.4GHz,350.0,95°C,128MB,sTR5,DDR5,,PCIe® 5.0,92.0,350.0,extreme
cpu_126,CPU,Bộ vi xử lý/ CPU AMD Ryzen Threadripper 9980X (100-100001593WOF),189000000,https://phongvu.vn/bo-vi-xu-ly-cpu-amd-ryzen-threadripper-9980x-100-100001593wof--s250803167,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen Threadripper,AMD Ryzen thế hệ thứ 9,AMD Ryzen™ Threadripper™ 9980X,,64,128,3.2 GHz - 5.4 GHz,350.0,95°C,256MB,sTR5,DDR5 Up to 6400 MT/s,,PCIe® 5.0,92.0,350.0,extreme
cpu_127,CPU,CPU Intel Core Ultra 9-285 (24 nhân 24 luồng - Boost tối đa 5.6 GHz - 36MB - 1851),16990000,https://phongvu.vn/cpu-intel-core-ultra-9-285--s250116204,Intel,36 tháng,Intel,Gaming,Ultra 9,Intel Core Ultra series 2,Intel® Core™ Ultra 9-285,"Quý 1, 2025",24,24,- Tần số Turbo tối đa 5.6 GHz - - Tốc độ Turbo tối đa của P-core 5.4 GHz - - Tốc độ Turbo tối đa của E-core 4.6 GHz - - Tốc độ cơ bản của P-core 2.5 GHz - - Tốc độ cơ bản của E-core 1.9 GHz,65.0,105°C,36MB,LGA1851,- Up to DDR5 6400 MT/s,,PCIe® 5.0 & PCIe® 4.0,24.0,65.0,extreme
cpu_128,CPU,CPU Intel Core Ultra 5-245 (14 nhân 14 luồng - Boost tối đa 5.1 GHz - 24MB - 1851),8190000,https://phongvu.vn/cpu-intel-core-ultra-5-245--s250116205,Intel,36 tháng,Intel,Gaming,Ultra 5,Intel Core Ultra series 2,Intel® Core™ Ultra 5-245,"Quý 1, 2025",14,14,- Tần số Turbo tối đa 5.1 GHz - - Tốc độ Turbo tối đa của P-core 5.1 GHz - - Tốc độ Turbo tối đa của E-core 4.5 GHz - - Tốc độ cơ bản của P-core 3.5 GHz - - Tốc độ cơ bản của E-core 3.0 GHz,65.0,105°C,24MB,LGA1851,- Up to DDR5 6400 MT/s,,PCIe® 5.0 & PCIe® 4.0,24.0,65.0,high
cpu_129,CPU,CPU Intel Core Ultra 7-265F (20 nhân 20 luồng - Boost tối đa 5.3 GHz - 30MB - 1851),10990000,https://phongvu.vn/cpu-intel-core-ultra-7-265f--s250116206,Intel,36 tháng,Intel,Gaming,Ultra 7,Intel Core Ultra series 2,Intel® Core™ Ultra 7-265F,"Quý 1, 2025",20,20,- Tần số Turbo tối đa 5.3 GHz - - Tốc độ Turbo tối đa của P-core 5.2 GHz - - Tốc độ Turbo tối đa của E-core 4.6 GHz - - Tốc độ cơ bản của P-core 2.4 GHz - - Tốc độ cơ bản của E-core 1.8 GHz,65.0,105°C,30MB,LGA1851,- Up to DDR5 6400 MT/s,,PCIe® 5.0 & PCIe® 4.0,24.0,65.0,high
cpu_130,CPU,CPU Intel Core Ultra 5-235 (14 nhân 14 luồng - Boost tối đa 5.0 GHz - 24MB - 1851),8690000,https://phongvu.vn/cpu-intel-core-ultra-5-235-14-nhan-14-luong-boost-toi-da-5-0-ghz-24mb-1851--s250116207,Intel,36 tháng,Intel,Gaming,Ultra 5,Intel Core Ultra series 2,Intel® Core™ Ultra 5-235,"Quý 1, 2025",14,14,- Tần số Turbo tối đa 5.0 GHz - - Tốc độ Turbo tối đa của P-core 5.0 GHz - - Tốc độ Turbo tối đa của E-core 4.4 GHz - - Tốc độ cơ bản của P-core 3.4 GHz - - Tốc độ cơ bản của E-core 2.9 GHz,65.0,105°C,24MB,LGA1851,- Up to DDR5 6400 MT/s,,PCIe® 5.0 & PCIe® 4.0,24.0,65.0,high
cpu_131,CPU,CPU AMD Ryzen 5 9600X (6 nhân 12 luồng - Boost to 5.4 GHz - 32MB - AM5),7900000,https://phongvu.vn/cpu-amd-ryzen-5-9600x-3-9-ghz-boost-to-5-4-ghz--s240803310,AMD,36 tháng,AMD,Gaming,Ryzen 5,AMD Ryzen thế hệ thứ 9,AMD Ryzen™ 5 9600X,08/08/2024,6,12,- Xung nhịp cơ bản: 3.9GHz - - Xung nhịp tối đa lên tới: 5.4 GHz,65.0,95°C,32MB,AM5,- DDR5 up to 5200 MT/s,AMD Radeon™ Graphics,,,65.0,mid
cpu_132,CPU,CPU AMD Ryzen 7 8700F (8 nhân 16 luồng - Boost to 5.0 GHz - 16MB - AM5),7890000,https://phongvu.vn/cpu-amd-ryzen-7-8700f-4-1ghz-boost-to-5-0ghz--s240602379,AMD,36 tháng,AMD,Gaming,Ryzen 7,AMD Ryzen thế hệ thứ 8,AMD Ryzen™ 7 8700F,19/05/2024,8,16,- Xung nhịp cơ bản: 4.1GHz - - Xung nhịp tối đa lên tới: 5.0 GHz,65.0,95°C,16MB,AM5,- DDR5 up to 5200 MT/s,,PCIe® 4.0,,65.0,mid
cpu_133,CPU,CPU AMD Ryzen 5 8400F (6 nhân 12 luồng - Boost to 4.7 GHz - 16MB - AM5),5190000,https://phongvu.vn/cpu-amd-ryzen-5-8400f-4-2ghz-boost-to-4-7ghz--s240602365,AMD,36 tháng,AMD,Gaming,Ryzen 5,AMD Ryzen thế hệ thứ 8,AMD Ryzen™ 5 8400F,19/05/2024,6,12,- Xung nhịp cơ bản: 4.2GHz - - Xung nhịp tối đa lên tới: 4.7 GHz,65.0,95°C,16MB,AM5,- DDR5 up to 6400 MT/s,,PCIe® 4.0,,65.0,mid
cpu_134,CPU,CPU Intel Core i9-14900KS (24 nhân 32 luồng - Boost tối đa 6.2 GHz - 36MB - 1700),18490000,https://phongvu.vn/cpu-intel-core-i9-14900ks-24-nhan-32-luong-boost-toi-da-6-2-ghz-36mb-1700--s240300696,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Core i9,Intel Core thế hệ thứ 12,Intel® Core™ i9-14900KS,"Quý 1, 2024",24,32,- Tần số Turbo tối đa 6.2 GHz - - Tốc độ Turbo tối đa của P-core 5.7 GHz - - Tốc độ Turbo tối đa của E-core 4.5 GHz - - Tốc độ cơ bản của P-core 3.2 GHz - - Tốc độ cơ bản của E-core 2.4 GHz,150.0,100°C,36MB,FCLGA1700,- Hỗ trợ tối đa: 192 GB - DDR5 up to 5600 MT/s - DDR4 up to 3200 MT/s,Intel® UHD Graphics 770,PCIe® 5.0 & PCIe® 4.0,20.0,150.0,extreme
cpu_135,CPU,CPU AMD RYZEN™ 7 5700 (8 Core/16 Threads - 3.7 GHz Boost to 4.6 GHz - 20MB Cache - AM4),4800000,https://phongvu.vn/cpu-amd-ryzen-7-5700-3-7-ghz-boost-to-4-6-ghz--s240103591,AMD,36 tháng,AMD,Gaming,Ryzen 7,AMD Ryzen thế hệ thứ 5,AMD Ryzen™ 7 5700,30/01/2024,8,16,- Xung nhịp cơ bản: 3.7GHz - - Xung nhịp tối đa lên tới: 4.6 GHz,65.0,95°C,20MB,AM4,- 2x1R DDR4-3200 - 2x2R DDR4-3200 - 4x1R DDR4-2933 - 4x2R DDR4-2667,,PCIe® 3.0,,65.0,mid
cpu_136,CPU,CPU Intel Core i9-14900F (24 nhân 32 luồng - Boost to 5.8 GHz - 36MB - 1700),16490000,https://phongvu.vn/cpu-intel-core-i9-14900f--s231204446,Intel,36 tháng,Intel,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Core i9,Intel Core thế hệ thứ 14,Intel® Core™ i9-14900F,"Quý 1, 2024",24,32,- Tần số Turbo tối đa 5.8 GHz - - Tốc độ Turbo tối đa của P-core 5.4 GHz - - Tốc độ Turbo tối đa của E-core 4.3 GHz - - Tốc độ cơ bản của P-core 2.0 GHz - - Tốc độ cơ bản của E-core 1.5 GHz,65.0,100°C,36MB,LGA1700,- Hỗ trợ tối đa: 192 GB - DDR5 up to 5600 MT/s - DDR4 up to 3200 MT/s,,PCIe® 5.0 & PCIe® 4.0,20.0,65.0,extreme
cpu_137,CPU,CPU AMD Ryzen Threadripper 7995WX (96 nhân 192 luồng - Boost to 5.1 GHz - 480MB - sTR5),288380000,https://phongvu.vn/cpu-amd-ryzen-threadripper-pro-7995wx-2-5ghz-boost-to-5-1ghz--s231103715,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen Threadripper,AMD Ryzen thế hệ thứ 7,AMD Ryzen™ Threadripper Pro 7995WX,22/11/2023,96,192,- Xung nhịp cơ bản: 2.5GHz - - Xung nhịp tối đa lên tới: 5.1 GHz,350.0,95°C,480MB,sTR5,DDR5,,PCIe® 5.0,,350.0,extreme
cpu_138,CPU,CPU AMD Ryzen Threadripper 7985WX (64 nhân 128 luồng - Boost to 5.1 GHz - 320MB - sTR5),209179000,https://phongvu.vn/cpu-amd-ryzen-threadripper-pro-7985wx-3-2ghz-boost-to-5-1ghz--s231103714,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen Threadripper,AMD Ryzen thế hệ thứ 7,AMD Ryzen™ Threadripper Pro 7985WX,22/11/2023,64,128,- Xung nhịp cơ bản: 3.2GHz - - Xung nhịp tối đa lên tới: 5.1 GHz,350.0,95°C,320MB,sTR5,DDR5,,PCIe® 5.0,,350.0,extreme
cpu_139,CPU,CPU AMD Ryzen Threadripper 7980X (64 nhân 128 luồng - Boost to 5.1 GHz - 320MB - sTR5),150390000,https://phongvu.vn/cpu-amd-ryzen-threadripper-7980x-3-2ghz-boost-to-5-1ghz--s231103711,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen Threadripper,AMD Ryzen thế hệ thứ 7,AMD Ryzen™ Threadripper 7980X,22/11/2023,64,128,- Xung nhịp cơ bản: 3.2GHz - - Xung nhịp tối đa lên tới: 5.1 GHz,350.0,100°C,320MB,sTR5,DDR5,,PCIe® 5.0,,350.0,extreme
cpu_140,CPU,CPU AMD Ryzen Threadripper 7970X (32 nhân 64 luồng - Boost to 5.3 GHz - 160MB - sTR5),75290000,https://phongvu.vn/cpu-amd-ryzen-threadripper-7970x-4-0ghz-boost-to-5-3ghz--s231103710,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen Threadripper,AMD Ryzen thế hệ thứ 7,AMD Ryzen™ Threadripper 7970X,22/11/2023,32,64,- Xung nhịp cơ bản: 4.0GHz - - Xung nhịp tối đa lên tới: 5.3 GHz,350.0,95°C,160MB,sTR5,DDR5,,PCIe® 5.0,,350.0,extreme
cpu_141,CPU,CPU AMD Ryzen Threadripper 7960X (24 nhân 48 luồng - Boost to 5.3 GHz - 152MB - sTR5),44990000,https://phongvu.vn/cpu-amd-ryzen-threadripper-7960x-4-2ghz-boost-to-5-3ghz--s231103637,AMD,36 tháng,AMD,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",Ryzen Threadripper,AMD Ryzen thế hệ thứ 7,AMD Ryzen™ Threadripper 7960X,22/11/2023,24,48,- Xung nhịp cơ bản: 4.2GHz - - Xung nhịp tối đa lên tới: 5.3 GHz,350.0,95°C,152MB,sTR5,DDR5,,PCIe® 5.0,92.0,350.0,extreme
cpu_142,CPU,CPU AMD RYZEN™ Threadripper pro 5955WX (16 Core/32 Threads - 4.0GHz Boost to 4.5GHz - 64MB Cache - sWRX8),35589000,https://phongvu.vn/cpu-amd-ryzen-threadripper-pro-5955wx-4-0ghz-boost-to-4-5ghz--s230603082,AMD,36 tháng,AMD,"Gaming, Văn phòng",Ryzen Threadripper,AMD Threadripper,AMD Ryzen™ Threadripper pro 5955WX,08/03/2022,16,32,- Xung nhịp cơ bản: 4.0GHz - - Xung nhịp tối đa lên tới: 4.5GHz,280.0,95°C,64MB,sWRX8,- DDR4 up to 3200 MT/s,,,,280.0,extreme
