ID,category,name,price,link,brand,warranty,model_name,use_case,series,color,material,side_panel,Kích thước,form_factor,mb_support,drive_bays,Cổng kết nối,max_cooler_height,Kích thước radiator tối đa,front_fan,top_fan,rear_fan,Loại quạt hỗ trợ bên hông,Loại quạt hỗ trợ bên dưới,Số slot PCI,part_number,Số lượng quạt tặng kèm,led,tier,warranty_period,sku,status,features,availability,warranty_desc,highlights
case_047,Case,Vỏ máy tính/ CASE Cooler Master Elite 600 - 7 Fan,2090000,https://phongvu.vn/thung-may-case-cooler-master-elite-600-7-fan--s260302071,Cooler Master,24 tháng,Elite 600,Gaming,,Đen,Thép,Kính cường lực,445 x 285 x 410mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Mini-DTX","1 x 3.5"" , 2 x 2.5""","2 x USB 3.1 , 1 x USB Type C",160mm,360 mm,,3 x 120mm/2 x 140mm,1 x 120 mm,3 x 120mm/2 x 140mm,3 x 120 mm,7,E600-KGNN-S02,"3 x 120mm aRGB, 1 x 120 mm aRGB",,,,,,,,,
case_048,Case,Vỏ máy tính/ CASE Deepcool CH160 PLUS Black,1490000,https://phongvu.vn/thung-may-case-deepcool-ch160-plus-black--s260204242,DeepCool,12 tháng,CH160 PLUS Black,Văn phòng,,Đen,Nhựa,Kính cường lực,375 x 195 x 323.5 mm,Mini Tower,"Mini-ITX, Micro-ATX","1 x 3.5"" , 1 x 2.5""","2 x USB 3.0 , 1 x USB Type C",164 mm,240 mm,"1 x 120 mm, 1 x 140 mm",2 x 120 mm,1 x 120 mm,,,4,R-CH160-BKNGM0-G,,,,,,,,,,
case_049,Case,Vỏ máy tính/ CASE MSI MPG VELOX 300R AIRFLOW PZ,3590000,https://phongvu.vn/thung-may-case-msi-mpg-velox-300r-airflow-pz--s260105090,Msi,12 tháng,MPG VELOX 300R AIRFLOW PZ,Văn phòng,MPG,Đen,,,485 x 235 x 518 mm,Mid Tower,"Extended-ATX, ATX, Micro-ATX, Mini-ITX","1 x 3.5"" , 4 x 2.5""","2 x USB 3.2 , 1 x USB Type C",400 mm,Trên 360mm / Trước 360mm / Sau 120mm,"3 x 120 mm, 3 x 140 mm, 2 x 160 mm",3 x 120/140mm,1 x 120 mm,3 x 120 mm,1 x 120 mm,7,,,,,,,,,,,
case_050,Case,Thùng máy/ CASE HYTE X50 (Đen),4790000,https://phongvu.vn/thung-may-case-hyte-x50-trang--s260102050,Hyte,24 tháng,X50,Văn phòng,,Đen,Thép,Kính cường lực,485 x 510 x 255 mm,Mid Tower,"Extended-ATX, ATX, Micro-ATX, ITX","1 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170mm,Trước 360mm / Sau 120mm / Hông 360mm,3 x 120/140mm,,1 x 120 mm,3 x 120 mm,3 x 120 mm,7,CS-HYTE-X50G-WW,,,,,,,,,,
case_051,Case,Thùng máy/ CASE HYTE X50 AIR (Đen),3890000,https://phongvu.vn/thung-may-case-hyte-x50-air-trang--s260102035,Hyte,24 tháng,X50 AIR,Văn phòng,,Đen,Thép,,485 × 510 × 255 mm,Mid Tower,"Micro-ATX, ATX, Extended-ATX, ITX","1 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170 mm,Trước 360mm / Sau 120mm / Hông 360mm,3 x 120/140mm,,1 x 120 mm,3 x 120 mm,3 x 120 mm,7,CS-HYTE-X50A-WW,,,,,,,,,,
case_052,Case,Thùng máy/ CASE ART ULTRA W1,3590000,https://phongvu.vn/thung-may-case-art-ultra-w1--s251107207,Khác,12 tháng,CASE ART ULTRA W1,Văn phòng,,Đen,"Thép, Nhôm",Kính cường lực,30 x31 cm,Mini Tower,ITX,,"2 x USB 3.0 , 1 x USB Type C",,,,1 x 140 mm,,,,2,,,,,,,,,,,
case_053,Case,Thùng máy/ CASE ROG Strix Helios II Hatsune Miku Edition,11690000,https://phongvu.vn/thung-may-case-rog-strix-helios-ii-hatsune-miku-edition--s251101071,Asus,24 tháng,ROG Strix Helios II Hatsune Miku Edition,Gaming,ROG,Xanh,,,250 x 565 x 591 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4 x 2.5""","4 x USB 3.2 , 2 x USB Type C",190 mm,Trước 420mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,,8+2,,"3 x 140 mm, 1 x 140 mm",,,,,,,,,
case_054,Case,Thùng máy/ CASE Corsair iCUE LINK 9000D AIRFLOW TG Super-Tower (CC-9011273-WW) Đen,13600000,https://phongvu.vn/thung-may-case-corsair-icue-link-9000d-airflow-tg-super-tower-cc-9011274-ww-trang--s250719790,Corsair,24 tháng,9000D AIRFLOW TG,Gaming,iCUE,Đen,Thép,Kính cường lực,698 x 698 x  307 mm,Super Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX, SSI EEB","5 x 3.5"" , 6 x 2.5""","4 x USB 3.2 , 2 x USB Type C",180mm,480mm,"8 x 120mm, 3 x 140 mm, 2 x 200 mm","8 x 120mm, 2 x 200 mm, 3 x 140 mm","2 x 120 mm, 1 x 140 mm",3 x 120 mm,,8+2,CC-9011273-WW,,,,,,,,,,
case_055,Case,Thùng máy/ CASE NZXT H9 FLOW RGB PLUS (2025) ALL,5890000,https://phongvu.vn/thung-may-case-nzxt-h9-flow-rgb-plus-2025-all-black-cm-h92fb-p1--s250646014,Nzxt,24 tháng,H9 FLOW RGB PLUS (2025) ALL,Gaming,,Đen,Thép,Kính cường lực,506 x 315 x 481mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4+2 x2.5""","2 x USB 3.2 , 1 x USB Type C",165 mm,420 mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 3 x 140 mm",1 x 120 mm,,"3 x 120 mm, 3 x 140 mm",7,CM-H92FB-P1,,,,,,,,,,
case_056,Case,Thùng máy/ Case Corsair iCUE LINK 3500X RGB Tempered Glass Mid-Tower,3490000,https://phongvu.vn/thung-may-case-corsair-icue-link-3500x-rgb-tempered-glass-mid-tower-cc-9011280-ww--s250640481,Corsair,24 tháng,iCUE LINK 3500X RGB Tempered Glass Mid-Tower,Gaming,iCUE,Đen,Thép,,506 x 460 x 240 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170mm,360 mm,"3 x 120 mm, 2 x 140 mm",,1 x 120 mm,"3 x 120 mm, 2 x 140 mm","3 x 120 mm, 1 x 140 mm",7,CC-9011280-WW,,,,,,,,,,
case_057,Case,Thùng máy/ Case HYTE Y70 Touch Infinite Pitch,11490000,https://phongvu.vn/thung-may-case-hyte-y70-touch-infinite-panda-den-trang--s250637382,Hyte,12 tháng,Y70 Touch Infinite Pitch,Văn phòng,,Đen Trắng,,,470 x 320 x 470 mm,Mid Tower,"ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4 x 2.5""","2 x USB 3.2 , 1 x USB Type C",180 mm,Trước 360mm / Sau 140mm,3 x 120mm/2 x 140mm,,1 x 120/140mm,3 x 120mm/2 x 140mm,3 x 120mm/2 x 140mm,7+4,CS-HYTE-Y70TTI-WB,,,,,,,,,,
case_058,Case,Thùng máy/ Case Corsair 3500X RGB Tempered Glass Mid-Tower,2490000,https://phongvu.vn/thung-may-case-corsair-3500x-rgb-tempered-glass-mid-tower-den-cc-9011278-ww--s250504134,Corsair,24 tháng,3500X RGB Tempered Glass,Văn phòng,,Đen,Thép,Kính cường lực,50.6 x 24 x 46 cm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170mm,360 mm,,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,"3 x 120 mm, 2 x 140 mm","3 x 120 mm, 1 x 140 mm",7,CC-9011278-WW,,RGB,,,,,,,,
case_059,Case,Vỏ máy tính Corsair FRAME 4000D Mid-Tower Black (CC-9011290-WW),2190000,https://phongvu.vn/vo-may-tinh-corsair-frame-4000d-mid-tower-black--s250302320,Corsair,24 tháng,FRAME 4000D Mid-Tower,Gaming,,Đen,"Thép, Kính, Nhựa",Kính cường lực,487 x 239 x 486 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170mm,360 mm,3 x 120 mm,3 x 120 mm,1 x 120 mm,3 x 120 mm,1 x 120 mm,7+3,CC-9011290-WW,,,,,,,,,,
case_060,Case,Vỏ máy tính Corsair FRAME 4000D RS ARGB Mid-Tower,2700000,https://phongvu.vn/vo-may-tinh-corsair-frame-4000d-rs-argb-mid-tower-white--s250302280,Corsair,24 tháng,FRAME 4000D RS ARGB Mid-Tower,Gaming,,Trắng,"Kính, Thép, Nhựa",Kính cường lực,487 x 239 x 486 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4 x 2.5""","2 x USB 3.2 , 1 x USB Type C",170mm,360 mm,3 x 120 mm,3 x 120 mm,1 x 120 mm,3 x 120 mm,1 x 120 mm,7+3,CC-9011297-WW,,ARGB,,,,,,,,
case_061,Case,Thùng máy/ CASE Xigmatek MYX 3F (3 Fan) (EN45950),729000,https://phongvu.vn/thung-may-case-xigmatek-myx-3f-3-fan-en45950--s250204740,Xigmatek,12 tháng,MYX 3F,Gaming,,Đen,,Kính cường lực,330 x 195 x 423 mm,Mid Tower,"Micro-ATX, ITX","1 x 3.5"" , 1 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",158mm,Trước 240mm / Sau 120mm,3 x 120 mm,2 x 120 mm,1 x 120 mm,,,4,EN45950,,,,,,,,,,
case_062,Case,Thùng máy/ Case MSI MPG GUNGNIR 300R AIRFLOW,3590000,https://phongvu.vn/thung-may-case-msi-mpg-gungnir-300r-airflow--s250203125,Msi,12 tháng,MPG GUNGNIR 300R AIRFLOW,Gaming,MPG,Đen,,Kính,505 x 235 x 510 mm,Mid Tower,"Extended-ATX, ATX, Micro-ATX, ITX","2 x 3.5"" , 6 x 2.5""","2 x USB 3.2 , 1 x USB Type C",175 mm,Trên 360mm / Trước 360mm / Sau 140mm,"3 x 120 mm, 3 x 140 mm",3 x 120mm/2 x 140mm,"1 x 120 mm, 1 x 140 mm",,1 x 120 mm,7,306-7G21R21-W57,3 x 120 mm,,,,,,,,,
case_063,Case,Thùng máy tính/ Case MSI MEG PROSPECT 700R,10490000,https://phongvu.vn/thung-may-tinh-case-msi-meg-prospect-700r--s250116591,Msi,12 tháng,MEG PROSPECT 700R,Gaming,MEG,Đen,,,585 x 257 x 537 mm,Mid Tower,"Micro-ATX, ATX, Extended-ATX, ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",400 mm,Trước 360mm / Sau 140mm / Trên 360mm / Hông 360mm,3 x 120/140mm,3 x 120/140mm,1 x 120/140mm,3 x 120 mm,,7,,"3 x 140mm ARGB, 1 x 140mm ARGB",ARGB,,,,,,,,
case_064,Case,Thùng máy/ Case MIK BARBATOS - Màu Trắng,1390000,https://phongvu.vn/thung-may-case-mik-barbatos-mau-trang--s241201707,MIK,25 tháng,BARBATOS,Gaming,,Trắng,"Thép, Kính",Kính cường lực,41.8 x 2.7 x 44 cm,Mid Tower,"ATX, Micro-ATX, ITX","2 x 3.5"" , 3 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",157mm,,,,1 x 120 mm,3 x 120 mm,3 x 120 mm,7,,,,,,,,,,,
case_065,Case,Thùng máy/ Case NZXT H5 Flow V2,1890000,https://phongvu.vn/thung-may-case-nzxt-h5-flow-white-v2--s241105153,Nzxt,24 tháng,H5 Flow V2,"Văn phòng, Gaming",,Trắng,Thép,Kính cường lực,465 x 225 x 430 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","1 x 3.5"" , 2 x 2.5""","1 x USB 3.2 , 1 x USB Type C",Up to 170 mm,Trước 360mm / Trên 240mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,2 x 120 mm,7,,,,,,,,,,,
case_066,Case,Thùng máy/ Case NZXT H7 Flow RGB V2,3290000,https://phongvu.vn/thung-may-case-nzxt-h7-flow-black-rgb-v2--s241105144,Nzxt,24 tháng,H7 Flow RGB V2,"Gaming, Văn phòng",,Đen,Thép,Kính cường lực,544 x 244 x 468 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2+2 x2.5""","2 x USB 3.2 , 1 x USB Type C",185 mm,Trước 420mm / Sau 140mm / Trên 360mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 2 x 140 mm","1 x 120 mm, 1 x 140 mm",,3 x 120 mm,7,,,RGB,,,,,,,,
case_067,Case,Thùng máy/ Case COOLER MASTER SNEAKER X,23990000,https://phongvu.vn/thung-may-case-cooler-master-sneaker-x--s241004810,Cooler Master,0 tháng,COOLER MASTER SNEAKER X,Gaming,MasterCase,"Đỏ, Trắng","Thép, Nhôm, Nhựa",,650 x 306 x 348 mm,Mini Tower,Mini-ITX,"1 x 2.5""",,,,,,,,,,,1 x 120 mm,,,,,,,,Bảo hành theo linh kiện,
case_068,Case,Thùng máy/ Case COOLER MASTER SHARK X,89990000,https://phongvu.vn/thung-may-case-cooler-master-shark-x--s241004806,Cooler Master,0 tháng,SHARK X,Gaming,MasterCase,Trắng,"Nhựa, Thép",,790 x 908 x 894 mm,Mini Tower,Mini-ITX,"1 x 2.5""",,,,,,,,,,,2 x 120 mm,,,,,,,,Bảo hành theo linh kiện,
case_069,Case,Thùng máy/ Case MSI MAG PANO M100R,2390000,https://phongvu.vn/thung-may-case-msi-mag-pano-m100r--s240902989,Msi,12 tháng,PANO M100R PZ,Gaming,,Trắng,,,440 x 235 x 405 mm,Mid Tower,"ITX, Micro-ATX","1 x 3.5"" , 1 x 2.5""","1 x USB 3.2 , 1 x USB Type C",175mm,360 mm,,"3 x 120 mm, 2 x 140 mm",1 x 120/140 mm,3 x 120 mm,1 x 120 mm,5,,"3 x 120mm aRGB, 1 x 120 mm aRGB",,,,,,,,,
case_070,Case,Thùng máy/ Case HYTE Y60,5490000,https://phongvu.vn/thung-may-case-hyte-y60-white-white-cs-hyte-y60-ww--p575343?sku=240902184,Hyte,12 tháng,Y60,Gaming,,Trắng,"Kính, Thép, Nhựa",Kính cường lực,456 x 285 x 463 mm,Mid Tower,"Extended-ATX, ATX, Micro-ATX, Mini-ITX","2 x 3.5"" , 4 x 2.5""","2 x USB 3.0 , 1 x USB Type C",160mm,Trên 360mm / Trước 280mm / Sau 120mm,,3 x 120 mm,1 x 120 mm,2 x 120mm/140mm,2 x 120/140mm,,CS-HYTE-Y60-WW,,,,,,,,,,
case_071,Case,Thùng máy/Case Gigabyte C102G,1190000,https://phongvu.vn/thung-may-case-gigabyte-c102g--s240804670,Gigabyte,12 tháng,C102G,Văn phòng,,Đen,"Thép, Nhựa, Kính",Kính cường lực,45 x 21 x 45 cm,Mid Tower,"Mini-ITX, Micro-ATX","2 x 3.5"" , 3 x 2.5""",2 x USB 3.0,165mm,Trước 360mm / Sau 120mm,"3 x 120 mm, 2 x 140 mm","3 x 120 mm, 2 x 140 mm",1 x 120 mm,2 x 120 mm,,5,28300-C102B-2CRR,1 x 120 mm,,,,,,,,,
case_072,Case,Thùng máy/ Case Xigmatek Fly II 3GF (3 FAN RGB),690000,https://phongvu.vn/thung-may-case-xigmatek-fly-ii-3gf-3-fan-rgb--s240603060,Xigmatek,12 tháng,Fly II Arctic 3GF,Văn phòng,,Đen,,Kính,36 x 20 x 45 cm,Mid Tower,"ATX, Micro-ATX, ITX","1 x 3.5"" , 1 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,,3 x 120 mm,2 x 120 mm,1 x 120 mm,,,7,,3 x 120 mm,,,,,,,,,
case_073,Case,Case Xigmatek Fly 3GF (EN43871),549000,https://phongvu.vn/vo-may-tinh-case-xigmatek-fly-3gf-en43871--s240404254,Xigmatek,36 tháng,Fly 3GF,Gaming,,Đen,Thép,Kính cường lực,340 x 200 x 450 mm,Mid Tower,"ATX, Micro-ATX, ITX","2 x 3.5"" , 3 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,Trước 240mm / Sau 120mm,3 x 120 mm,2 x 120 mm,1 x 120 mm,,,7,EN43871,3 x 120 mm,,,,,,,,,
case_074,Case,Thùng máy/ Case MSI PANO M100R PZ,2449000,https://phongvu.vn/thung-may-case-msi-pano-m100r-pz--s240401329,Msi,12 tháng,PANO M100R PZ,Gaming,,Đen,Thép,,440 x 235 x 405 mm,Mid Tower,"Micro-ATX, ITX","1 x 3.5"" , 1 x 2.5""","1 x USB 3.2 , 1 x USB Type C",175 mm,360 mm,,"3 x 120 mm, 2 x 140 mm",1 x 120/140mm,3 x 120 mm,1 x 120 mm,5,,"3 x 120mm aRGB, 1 x 120 mm aRGB",,,,,,,,,
case_075,Case,Case Xigmatek Fly 3F - Mặt kính (EN42553),590000,https://phongvu.vn/vo-may-tinh-case-xigmatek-fly-3f-mat-kinh-en42553--s240300612,Xigmatek,12 tháng,Fly 3F,"Văn phòng, Gaming",,Đen,,Kính,340 x 200 x 450 mm,Mid Tower,"Micro-ATX, ATX, ITX","2 x 3.5"" , 3 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160mm,Trước 240mm / Sau 120mm,3 x 120 mm,2 x 120 mm,1 x 120 mm,,,7,,3 x 120 mm,,,,,,,,,
case_076,Case,Thùng máy/ Case NZXT H6 FLOW RGB ALL,3390000,https://phongvu.vn/thung-may-case-nzxt-h6-flow-rgb-all-black-cc-h61fb-r1--s240200102,Nzxt,24 tháng,H6 FLOW RGB ALL BLACK,"Gaming, Văn phòng",,Đen,Thép,Kính cường lực,435 x 287 x 415 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","1 x 3.5"" , 1 x 2.5""","2 x USB 3.2 , 1 x USB Type C",163 mm,360 mm,,"2 x 140 mm, 3 x 120 mm",,,2 x 140 mm,7,CC-H61FB-R1,3 x 120 mm RGB,RGB,,,,,,,,
case_077,Case,Thùng máy/ Case ASUS ROG HYPERION GR701,10990000,https://phongvu.vn/thung-may-case-asus-rog-hyperion-gr701-white-trang-90dc00f3-b39000--s231203192,Asus,24 tháng,ROG HYPERION GR70,Gaming,ROG,Trắng,Thép,Kính,26.8 x 63.9 x 65.9 cm,Full Tower,"Extended-ATX, ATX, Micro-ATX, Mini-ITX","2 x 3.5"" , 5 x 2.5""","4 x USB 3.2 , 2 x USB Type C",190 mm,420 mm,"3 x 120 mm, 3 x 140 mm","3 x 120 mm, 3 x 140 mm","1 x 120 mm, 1 x 140 mm",3 x 140 mm,1 x 140 mm,9+3,90DC00F3-B39000,,ARGB,,,,,,,,
case_078,Case,Vỏ máy tính/ Case Xigmatek NYX Air II 3F Đen (EN41952),590000,https://phongvu.vn/vo-may-tinh-case-xigmatek-nyx-air-ii-3f-den-en41952--s231103624,Xigmatek,12 tháng,NYX Air II 3F,"Gaming, Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",,Đen,Thép,Kính,38.6 x 20 x 41.1 cm,Mid Tower,"Micro-ATX, Mini-ITX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",160 mm,Trước 240mm / Sau 120mm,3 x 120 mm,2 x 120 mm,1 x 120 mm,2 x 120 mm,,4,EN41952,,,,,,,,,,
case_079,Case,Case NZXT H6 Flow All White (CC-H61FW-01),2490000,https://phongvu.vn/thung-may-case-nzxt-h6-flow-all-white-cc-h61fb-01--s231100493,Nzxt,24 tháng,H6 Flow All White,"Văn phòng, Gaming",,Trắng,Thép,Kính cường lực,43.5 x 28.7 x 41.5 cm - 9.4kg,Mid Tower,"ATX, Micro-ATX, Mini-ITX","1 x 3.5"" , 2 x 2.5""","2 x USB 3.2 , 1 x USB Type C",163 mm,Trước 360mm / Sau 120mm,,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,3 x 120 mm,2 x 140 mm,7,CC-H61FW-01,,,,,,,,,,
case_080,Case,Thùng máy/ Case NZXT H5 Flow All Black,1890000,https://phongvu.vn/thung-may-case-nzxt-h5-flow-rgb-all-black-cc-h51fb-01--s231000866,Nzxt,24 tháng,H5 Flow All Black,Văn phòng,,Đen,Thép,Kính cường lực,464 x 227 x 446 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","1 x 3.5"" , 1+1 x2.5""","1 x USB 3.2 , 1 x USB Type C",165mm,Trên 240mm / Trước 280mm / Sau 120mm,2 x 120/140mm,2 x 120 mm,1 x 120 mm,,1 x 120 mm,7,,,,,,,,,,,
case_081,Case,Case Xigmatek HERO II AIR 3F (Đen) (EN41655),690000,https://phongvu.vn/thung-may-case-xigmatek-hero-ii-air-3f-den-en41655--s231000864,Xigmatek,12 tháng,HERO II AIR 3F,Gaming,,Đen,Thép,,388 x 195 x 448 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",165mm,Trước 360mm / Sau 120mm,3 x 120 mm,2 x 120/140mm,1 x 120 mm,,,7,EN41655,,,,,,,,,,
case_082,Case,Case Xigmatek Anubis Pro 4FX (EN40771),1149000,https://phongvu.vn/thung-may-case-xigmatek-anubis-pro-4fx-en40771--s230704104,Xigmatek,12 tháng,Anubis Pro 4FX,Gaming,,Đen,Thép,Kính cường lực,468 x 205 x 488 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 2.0 , 1 x USB 3.0",165mm,,"3 x 120 mm, 2 x 140 mm",3 x 120/140mm,1 x 120 mm,,,7+2,EN40771,,,,,,,,,,
case_083,Case,Thùng máy/ Case NZXT H5 FLOW RGB ALL,2690000,https://phongvu.vn/thung-may-case-nzxt-h5-flow-rgb-all-white-cc-h51fw-r1--s230603855,Nzxt,24 tháng,H5 FLOW,"Gaming, Văn phòng",,Trắng,Thép,Kính cường lực,464 x 227 x 446 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","1 x 3.5"" , 1+1 x2.5""","1 x USB 3.2 , 1 x USB Type C",165mm,Trên 240mm / Trước 280mm / Sau 120mm,2 x 120/140mm,2 x 120 mm,1 x 120 mm,,1 x 120 mm,7,CC-H51FW-R1,,RGB,,,,,,,,
case_084,Case,Thùng máy/ Case NZXT H7 FLOW RGB ALL,3739000,https://phongvu.vn/thung-may-case-nzxt-h7-flow-rgb-all-white-cm-h71fw-r1--s230603853,Nzxt,24 tháng,H7 FLOW,"Gaming, Văn phòng",,Trắng,Thép,Kính cường lực,505 x 230 x 480 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4+2 x2.5""","2 x USB 3.2 , 1 x USB Type C",185mm,Trên 360mm / Trước 360mm / Sau 120mm,3 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120/140mm,,,7,CM-H71FW-R1,3 x 120 mm,RGB,,,,,,,,
case_085,Case,Thùng máy/ Case NZXT H7 ELITE RGB,4190000,https://phongvu.vn/thung-may-case-nzxt-h7-elite-rgb-white-cm-h71ew-02--s230603851,Nzxt,24 tháng,H7 ELITE,"Gaming, Văn phòng",Elite,Trắng,Thép,Kính cường lực,505 x 230 x 480 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 4+2 x2.5""","2 x USB 3.2 , 1 x USB Type C",185mm,Trên 360mm / Trước 360mm / Sau 120mm,3 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120/140mm,,,7,CM-H71EW-02,3 x 120 mm,RGB,,,,,,,,
case_086,Case,Thùng máy/ Case Cooler Master CMP 520 (CP520-KGNN-S00),1390000,https://phongvu.vn/thung-may-case-cooler-master-cmp-520-cp520-kgnn-s00--s230400846,Cooler Master,12 tháng,CMP 520,"Gaming, Văn phòng",CMP,Đen,Thép,Kính cường lực,439 x 204 x 463mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","1 x USB 2.0 , 1 x USB 3.2",161 mm,Trước 280mm / Sau 120mm / Trên 240mm,"3 x 120 mm, 2 x 140 mm","2 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,CP520-KGNN-S00,3 x 120mm aRGB,,,,,,,,,
case_087,Case,Thùng máy/ Case Cooler Master CMP510 Without ODD ARGB Edition (CP510-KGNN-S00),1800000,https://phongvu.vn/thung-may-case-cooler-master-cmp510-without-odd-argb-edition-cp510-kgnn-s00--s230400840,Cooler Master,12 tháng,CMP510 Without ODD ARGB Edition,"Gaming, Văn phòng",CMP,Đen,Thép,Kính cường lực,436 x 204 x 448mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","1 x USB 2.0 , 1 x USB 3.2",161 mm,280mm,2 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,CP510-KGNN-S00,3 x 120mm aRGB,ARGB,,,,,,,,
case_088,Case,Thùng máy/ Case Cooler Master CMP 510 Without fan Edition (CP510-KGNN-S01),1200000,https://phongvu.vn/thung-may-case-cooler-master-cmp-510-without-fan-edition-cp510-kgnn-s01--s230400839,Cooler Master,12 tháng,CMP 510 Without fan Edition,"Gaming, Văn phòng",CMP,Đen,Thép,Kính cường lực,436 x 204 x 448mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX","2 x 3.5"" , 2 x 2.5""","1 x USB 2.0 , 1 x USB 3.2",161 mm,280mm,2 x 120/140mm,"3 x 120 mm, 2 x 140 mm",1 x 120 mm,,,7,CP510-KGNN-S01,,,,,,,,,,
case_089,Case,Thùng máy/Case Gigabyte C301 Glass White (C301G WHT),2100000,https://phongvu.vn/thung-may-case-gigabyte-c301-glass-white-28300-gc301w-1ckr--s230400169,Gigabyte,36 tháng,C301 GLASS WHITE,"Gaming, Văn phòng",,Trắng,Thép,Kính cường lực,486 x 220 x 473 mm,Mid Tower,"Mini-ITX, Micro-ATX, ATX, Extended-ATX","2 x 3.5"" , 2 x 2.5""","2 x USB 3.0 , 1 x USB Type C",170mm,Trước 360mm / Sau 120mm,3 x 120 mm,,1 x 120 mm,,,7,28300-GC301W-1CKR,"1 x 120 mm aRGB, 3 x 120mm aRGB",,,,,,,,,
case_090,Case,Thùng máy/ case Xigmatek NYX Arctic 3F,690000,https://phongvu.vn/thung-may-case-xigmatek-nyx-3f-den-en40313--s230304330,Xigmatek,12 tháng,NYX 3F,Văn phòng,,Đen,Thép,Kính cường lực,338 x 200 x 426 mm,Mid Tower,"ATX, Micro-ATX","2 x 3.5"" , 2 x 2.5""","1 x USB 2.0 , 1 x USB 3.0",160 mm,120 mm,3 x 120 mm,2 x 120 mm,1 x 120 mm,,,4,EN40313,3 x 120 mm,,,,,,,,,
case_091,Case,Thùng máy/ Case Deepcool CH370 White (R-CH370-WHNAM1-G-1),1199000,https://phongvu.vn/thung-may-case-deepcool-ch370-white-r-ch370-whnam1-g-1--s230304326,DeepCool,12 tháng,CH370 White,Văn phòng,,Trắng,Thép,Kính cường lực,413 × 215 × 431 mm,Mini Tower,"Mini-ITX, Micro-ATX","2 x 3.5"" , 2+1 x 2.5""",2 x USB 3.0,165 mm,Trước 360mm / Sau 120mm / Trên 240mm,"3 x 120 mm, 2 x 140 mm",2 x 120/140mm,1 x 120 mm,,,4,R-CH370-WHNAM1-G-1,1 x 120 mm,,,,,,,,,
