ID,category,name,price,link,brand,warranty,type,Màu sắc của ổ cứng,Dung lượng,Kết nối,Tốc độ đọc,Hỗ trợ hệ điều hành,Kích thước,Tốc độ vòng quay,Tốc độ ghi,Bộ nhớ NAND,cache,warranty_desc
storage_184,Storage,Ổ cứng gắn trong/ SSD NVMe 2TB KIOXIA with Heatsink Gen4x4 (LSC11K2T04G8),4190000,https://phongvu.vn/o-cung-gan-trong-ssd-nvme-2tb-kioxia-with-heatsink-gen4x4--s250516533,Kioxia,60 tháng,SSD,Vàng đen,2TB,M.2 NVMe,6200MB/s,,M.2 2280,,4900MB/s,Không,,
storage_185,Storage,Ổ cứng gắn ngoài SSD SanDisk E30 2TB (‎SDSSDE30-2T00-G26),9690000,https://phongvu.vn/o-cung-gan-ngoai-ssd-sandisk-e30-2tb-sdssde30-2t00-g26--s250400544,Sandisk,36 tháng,SSD,Đen,2TB,USB 3.2,800MB/s,,,,,,,
storage_186,Storage,Ổ Cứng gắn trong Samsung SSD 990 Pro Heatsink 4TB M2 PCIe 4.0 (MZ-V9P4T0CW),9990000,https://phongvu.vn/o-cung-gan-trong-samsung-ssd-990-pro-heatsink-4tb-m2-pcie-4-0-mz-v9p4t0cw--s250115739,Samsung,60 tháng,SSD,Đen đỏ,4TB,"PCIe, M.2 NVMe",7450MB/s,,M.2 2280,,6900MB/s,V-NAND,,
storage_187,Storage,"Ổ cứng gắn trong SEAGATE HDD IronWolf Pro 4TB, 7200 RPM, Cache 256MB (ST4000NE001)",4890000,https://phongvu.vn/o-cung-gan-trong-seagate-hdd-ironwolf-pro-4tb-7200-rpm-cache-256mb-st4000ne001--s240302564,Seagate,60 tháng,HDD,Đỏ,4TB,SATA 3,,,"3.5""",7200RPM,,,256MB,
storage_188,Storage,"Ổ cứng gắn trong SEAGATE HDD FireCuda 4TB, 7200 RPM, Cache 256MB (ST4000DX005)",5190000,https://phongvu.vn/o-cung-gan-trong-seagate-hdd-firecuda-4tb-7200-rpm-cache-256mb-st4000dx005--s240302559,Seagate,60 tháng,HDD,Bạc,4TB,SATA 3,,,"3.5""",7200RPM,,,256MB,
storage_189,Storage,Ổ cứng gắn trong/ SSD ADATA Legend 850 Lite PCIe Gen4 x4 M.2 2280 500G (ALEG-850L-500GCS),1190000,https://phongvu.vn/o-cung-gan-trong-ssd-adata-legend-850-lite-pcie-gen4-x4-m-2-2280-500g-aleg-850l-500gcs--s230702529,Adata,36 tháng,SSD,Xám,500GB,PCIe,4700MB/s,,M.2 2280,,1700MB/s,3D-NAND,,
storage_190,Storage,Ổ Cứng Di Động SSD LaCie Portable 2TB USB-C + Rescue (Bạc) - STKS2000400,9790000,https://phongvu.vn/o-cung-di-dong-ssd-lacie-portable-2tb-usb-c-rescue-bac-stks2000400--s230502048,Lacie,36 tháng,di động SSD,Bạc,2TB,USB Type C,1050MB/s,"macOS, Windows",,,1000MB/s,,,
storage_191,Storage,Ổ cứng gắn trong/ SSD ADATA LEGEND 800 500GB M.2 NVMe Gen4 X4 (ALEG-800-500GCS),1090000,https://phongvu.vn/o-cung-gan-trong-ssd-adata-legend-800-aleg-800-gcs-500gb-den--s230203677,Adata,36 tháng,SSD,Đen,500GB,M.2 NVMe,3500MB/s,,M.2 2280,,2800MB/s,3D-NAND,,
storage_192,Storage,Ổ cứng WD MY PASSPORT SSD 256GB (WDBK3E2560PS),1090000,https://phongvu.vn/o-cung-wd-my-passport-ssd-256gb-wdbk3e2560ps-256gb-den-bac--s230201966,WD,36 tháng,SSD,Đen bạc,256GB,USB 3.1,,"Windows 8, Windows 8.1, Windows 10, macOS, Windows 7","2.5""",,,,,
storage_193,Storage,Ổ cứng SSD MSI SPATIUM M371 NVMe M.2 500GB,1169000,https://phongvu.vn/o-cung-ssd-msi-spatium-m371-nvme-m-2-500gb--s230200110,Msi,60 tháng,SSD,Đen xanh,500GB,M.2 NVMe,2200MB/s,,M.2 2280,,1150MB/s,3D-NAND,,
storage_194,Storage,Ổ cứng SSD MSI SPATIUM M370 NVMe M.2 1TB,3719000,https://phongvu.vn/o-cung-ssd-msi-spatium-m370-nvme-m-2-1tb--s230200109,Msi,60 tháng,SSD,Đen xanh,1TB,M.2 NVMe,2400MB/s,,M.2 2280,,1750MB/s,3D-NAND,,
storage_195,Storage,Ổ cứng SSD MSI SPATIUM M390 NVMe M.2 1TB,2669000,https://phongvu.vn/o-cung-ssd-msi-spatium-m390-nvme-m-2-1tb--s230200107,Msi,60 tháng,SSD,Đen xanh,1TB,M.2 NVMe,3300MB/s,,M.2 2280,,3000MB/s,3D-NAND,,
storage_196,Storage,"Ổ cứng HDD Camera Seagate Skyhawk AI 12TB 3.5"" SATA (ST12000VE001)",10895000,https://phongvu.vn/o-cung-hdd-camera-seagate-skyhawk-ai-12tb-3-5-sata-st12000ve001--s211006743,Seagate,60 tháng,HDD,Bạc,12TB,SATA 3,,,"3.5""",,,Không,256MB,
storage_197,Storage,Ổ cứng di động SSD WD Black P50 Game Drive 500GB USB 3.2 (WDBA3S5000ABK-WESN),5390000,https://phongvu.vn/o-cung-di-dong-ssd-wd-black-p50-game-drive-500gb-usb-3-2-wdba3s5000abk-wesn--s211006270,WD,60 tháng,di động SSD,Đen,500GB,USB 3.2,2000MB/s,"Windows 8.1, Windows 10, macOS",Khác,,,Không,,
storage_198,Storage,Ổ Cứng Di Động SSD Seagate Firecuda Gaming SSD 500GB USB-C - STJP500400,4990000,https://phongvu.vn/o-cung-di-dong-ssd-seagate-firecuda-gaming-ssd-500gb-usb-c-stjp500400--s210600383,Seagate,36 tháng,SSD,Đen,500GB,USB Type C,2000MB/s,Windows 10,"2.5""",,,Không,,
storage_199,Storage,"Ổ cứng gắn ngoài HDD Seagate 2TB Backup Plus Ultra Touch 2.5"" USB-C + SRS (STHH2000402) (Trắng)",3190000,https://phongvu.vn/o-cung-gan-ngoai-hdd-seagate-2tb-backup-plus-ultra-touch-2-5-usb-c-srs-sthh2000402-trang--s210401156,Seagate,36 tháng,External,Trắng,2TB,"USB Type C, USB 3.0",,"Windows 8, Windows 8.1, Windows 10, macOS, Windows 7","2.5""",,,Không,,
storage_200,Storage,Thiết bị lưu trữ Synology DS920+,16052000,https://phongvu.vn/thiet-bi-luu-tru-synology-ds920--s200801143,Synology,36 tháng,Unknown,,,,,,,,,,,
